# Team 0: Uncountable Sean Jacksons, Team 1: WW
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
6,Flop,0,52,-52,CHECK,0,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
6,Turn,1,52,-52,CHECK,0,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s', '2d']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
6,Turn,0,52,-52,CHECK,0,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s', '2d']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
6,River,1,52,-52,CHECK,0,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s', '2d', '7d']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
6,River,0,52,-52,RAISE,2,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s', '2d', '7d']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
6,River,1,52,-52,FOLD,0,0,0,"['2h', '3s']","['2s', '3h']","['5s', 'As', '4s', '2d', '7d']","['5h', 'Ad', '3d']","['4d', '5d', '7h']",2,2
7,Pre-Flop,1,54,-54,RAISE,6,0,0,"['2s', '6d', '7d', '5h', '6s']","['8h', '4h', '2h', '8s', 'Ad']",[],[],[],1,1
7,Pre-Flop,0,54,-54,FOLD,0,0,0,"['2s', '6d', '7d', '5h', '6s']","['8h', '4h', '2h', '8s', 'Ad']",[],[],[],2,2
8,Pre-Flop,0,52,-52,CALL,0,0,0,"['5h', '6s', '4h', '2h', 'As']","['9h', '8d', '6d', '9d', '4s']",[],[],[],1,1
8,Pre-Flop,1,52,-52,RAISE,6,0,0,"['5h', '6s', '4h', '2h', 'As']","['9h', '8d', '6d', '9d', '4s']",[],[],[],2,2
8,Pre-Flop,0,52,-52,FOLD,0,0,0,"['5h', '6s', '4h', '2h', 'As']","['9h', '8d', '6d', '9d', '4s']",[],[],[],2,2
9,Pre-Flop,1,50,-50,CALL,0,0,0,"['5d', '8d', 'Ad', '2d', '4d']","['8s', '2h', '9d', '7h', '5h']",[],[],[],1,1
9,Pre-Flop,0,50,-50,CHECK,0,0,0,"['5d', '8d', 'Ad', '2d', '4d']","['8s', '2h', '9d', '7h', '5h']",[],[],[],2,2
9,Flop,0,50,-50,DISCARD,0,1,4,"['5d', '8d', 'Ad', '2d', '4d']","['8s', '2h', '9d', '7h', '5h']","['3h', '6h', '8h']",[],[],2,2
9,Flop,1,50,-50,DISCARD,0,1,4,"['8d', '4d']","['8s', '2h', '9d', '7h', '5h']","['3h', '6h', '8h']","['5d', 'Ad', '2d']",[],2,2
9,Flop,0,50,-50,CHECK,0,0,0,"['8d', '4d']","['2h', '5h']","['3h', '6h', '8h']","['5d', 'Ad', '2d']","['8s', '9d', '7h']",2,2
9,Flop,1,50,-50,RAISE,6,0,0,"['8d', '4d']","['2h', '5h']","['3h', '6h', '8h']","['5d', 'Ad', '2d']","['8s', '9d', '7h']",2,2
9,Flop,0,50,-50,FOLD,0,0,0,"['8d', '4d']","['2h', '5h']","['3h', '6h', '8h']","['5d', 'Ad', '2d']","['8s', '9d', '7h']",2,2
10,Pre-Flop,0,48,-48,CALL,0,0,0,"['6d', 'As', '4h', 'Ad', '3d']","['Ah', '7h', '3h', '9s', '2s']",[],[],[],1,1
10,Pre-Flop,1,48,-48,RAISE,6,0,0,"['6d', 'As', '4h', 'Ad', '3d']","['Ah', '7h', '3h', '9s', '2s']",[],[],[],2,2
10,Pre-Flop,0,48,-48,CALL,0,0,0,"['6d', 'As', '4h', 'Ad', '3d']","['Ah', '7h', '3h', '9s', '2s']",[],[],[],2,2
10,Flop,1,48,-48,DISCARD,0,3,4,"['6d', 'As', '4h', 'Ad', '3d']","['Ah', '7h', '3h', '9s', '2s']","['8s', '4s', '6h']",[],[],8,8
10,Flop,0,48,-48,DISCARD,0,1,3,"['6d', 'As', '4h', 'Ad', '3d']","['9s', '2s']","['8s', '4s', '6h']",[],"['Ah', '7h', '3h']",8,8
10,Flop,1,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
10,Flop,0,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
10,Turn,1,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h', '4d']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
10,Turn,0,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h', '4d']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
10,River,1,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h', '4d', '7d']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
10,River,0,48,-48,CHECK,0,0,0,"['As', 'Ad']","['9s', '2s']","['8s', '4s', '6h', '4d', '7d']","['6d', '4h', '3d']","['Ah', '7h', '3h']",8,8
11,Pre-Flop,1,56,-56,CALL,0,0,0,"['8s', '8h', '2h', '3s', 'Ad']","['4d', '5s', '2s', '4h', '3h']",[],[],[],1,1
11,Pre-Flop,0,56,-56,CHECK,0,0,0,"['8s', '8h', '2h', '3s', 'Ad']","['4d', '5s', '2s', '4h', '3h']",[],[],[],2,2
11,Flop,0,56,-56,DISCARD,0,0,1,"['8s', '8h', '2h', '3s', 'Ad']","['4d', '5s', '2s', '4h', '3h']","['7s', '3d', '5d']",[],[],2,2
11,Flop,1,56,-56,DISCARD,0,0,2,"['8s', '8h']","['4d', '5s', '2s', '4h', '3h']","['7s', '3d', '5d']","['2h', '3s', 'Ad']",[],2,2
11,Flop,0,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
11,Flop,1,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
11,Turn,0,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d', '9d']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
11,Turn,1,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d', '9d']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
11,River,0,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d', '9d', '9h']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
11,River,1,56,-56,CHECK,0,0,0,"['8s', '8h']","['4d', '2s']","['7s', '3d', '5d', '9d', '9h']","['2h', '3s', 'Ad']","['5s', '4h', '3h']",2,2
12,Pre-Flop,0,58,-58,CALL,0,0,0,"['7s', '3s', '8s', '3h', '5d']","['6s', '3d', 'Ah', '6h', '6d']",[],[],[],1,1
12,Pre-Flop,1,58,-58,RAISE,6,0,0,"['7s', '3s', '8s', '3h', '5d']","['6s', '3d', 'Ah', '6h', '6d']",[],[],[],2,2
12,Pre-Flop,0,58,-58,FOLD,0,0,0,"['7s', '3s', '8s', '3h', '5d']","['6s', '3d', 'Ah', '6h', '6d']",[],[],[],2,2
13,Pre-Flop,1,56,-56,RAISE,6,0,0,"['9h', '7s', '6s', '4s', '5h']","['7h', 'Ad', '8s', '5d', '9s']",[],[],[],1,1
13,Pre-Flop,0,56,-56,CALL,0,0,0,"['9h', '7s', '6s', '4s', '5h']","['7h', 'Ad', '8s', '5d', '9s']",[],[],[],2,2
13,Flop,0,56,-56,DISCARD,0,1,4,"['9h', '7s', '6s', '4s', '5h']","['7h', 'Ad', '8s', '5d', '9s']","['3d', '4h', '6d']",[],[],8,8
13,Flop,1,56,-56,DISCARD,0,0,3,"['7s', '5h']","['7h', 'Ad', '8s', '5d', '9s']","['3d', '4h', '6d']","['9h', '6s', '4s']",[],8,8
13,Flop,0,56,-56,RAISE,8,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d']","['9h', '6s', '4s']","['Ad', '8s', '9s']",8,8
13,Flop,1,56,-56,RAISE,18,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d']","['9h', '6s', '4s']","['Ad', '8s', '9s']",8,8
13,Flop,0,56,-56,CALL,0,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d']","['9h', '6s', '4s']","['Ad', '8s', '9s']",16,16
13,Turn,0,56,-56,RAISE,44,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d', 'Ah']","['9h', '6s', '4s']","['Ad', '8s', '9s']",34,34
13,Turn,1,56,-56,RAISE,22,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d', 'Ah']","['9h', '6s', '4s']","['Ad', '8s', '9s']",34,34
13,Turn,0,56,-56,CALL,0,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d', 'Ah']","['9h', '6s', '4s']","['Ad', '8s', '9s']",78,78
13,River,0,56,-56,CHECK,0,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d', 'Ah', '9d']","['9h', '6s', '4s']","['Ad', '8s', '9s']",100,100
13,River,1,56,-56,CHECK,0,0,0,"['7s', '5h']","['7h', '5d']","['3d', '4h', '6d', 'Ah', '9d']","['9h', '6s', '4s']","['Ad', '8s', '9s']",100,100
14,Pre-Flop,0,56,-56,CALL,0,0,0,"['9d', '8h', '3s', '3d', '3h']","['6d', '7h', 'Ad', 'Ah', '5d']",[],[],[],1,1
14,Pre-Flop,1,56,-56,RAISE,6,0,0,"['9d', '8h', '3s', '3d', '3h']","['6d', '7h', 'Ad', 'Ah', '5d']",[],[],[],2,2
14,Pre-Flop,0,56,-56,FOLD,0,0,0,"['9d', '8h', '3s', '3d', '3h']","['6d', '7h', 'Ad', 'Ah', '5d']",[],[],[],2,2
15,Pre-Flop,1,54,-54,CALL,0,0,0,"['8h', '5s', '9s', '6s', '7d']","['6d', '2h', '3h', '2s', '5h']",[],[],[],1,1
15,Pre-Flop,0,54,-54,CHECK,0,0,0,"['8h', '5s', '9s', '6s', '7d']","['6d', '2h', '3h', '2s', '5h']",[],[],[],2,2
15,Flop,0,54,-54,DISCARD,0,2,4,"['8h', '5s', '9s', '6s', '7d']","['6d', '2h', '3h', '2s', '5h']","['9h', '7h', '3d']",[],[],2,2
15,Flop,1,54,-54,DISCARD,0,0,4,"['9s', '7d']","['6d', '2h', '3h', '2s', '5h']","['9h', '7h', '3d']","['8h', '5s', '6s']",[],2,2
15,Flop,0,54,-54,RAISE,2,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d']","['8h', '5s', '6s']","['2h', '3h', '2s']",2,2
15,Flop,1,54,-54,CALL,0,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d']","['8h', '5s', '6s']","['2h', '3h', '2s']",2,2
15,Turn,0,54,-54,CHECK,0,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h']","['8h', '5s', '6s']","['2h', '3h', '2s']",4,4
15,Turn,1,54,-54,RAISE,8,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h']","['8h', '5s', '6s']","['2h', '3h', '2s']",4,4
15,Turn,0,54,-54,CALL,0,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h']","['8h', '5s', '6s']","['2h', '3h', '2s']",4,4
15,River,0,54,-54,CHECK,0,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h', 'Ah']","['8h', '5s', '6s']","['2h', '3h', '2s']",12,12
15,River,1,54,-54,RAISE,18,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h', 'Ah']","['8h', '5s', '6s']","['2h', '3h', '2s']",12,12
15,River,0,54,-54,FOLD,0,0,0,"['9s', '7d']","['6d', '5h']","['9h', '7h', '3d', '4h', 'Ah']","['8h', '5s', '6s']","['2h', '3h', '2s']",12,12
16,Pre-Flop,0,42,-42,CALL,0,0,0,"['7s', '4d', '8d', '5d', '9s']","['8h', '3d', '5h', '6d', '2s']",[],[],[],1,1
16,Pre-Flop,1,42,-42,CHECK,0,0,0,"['7s', '4d', '8d', '5d', '9s']","['8h', '3d', '5h', '6d', '2s']",[],[],[],2,2
16,Flop,1,42,-42,DISCARD,0,0,3,"['7s', '4d', '8d', '5d', '9s']","['8h', '3d', '5h', '6d', '2s']","['9h', '5s', '7d']",[],[],2,2
16,Flop,0,42,-42,DISCARD,0,0,4,"['7s', '4d', '8d', '5d', '9s']","['8h', '6d']","['9h', '5s', '7d']",[],"['3d', '5h', '2s']",2,2
16,Flop,1,42,-42,CHECK,0,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d']","['4d', '8d', '5d']","['3d', '5h', '2s']",2,2
16,Flop,0,42,-42,RAISE,2,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d']","['4d', '8d', '5d']","['3d', '5h', '2s']",2,2
16,Flop,1,42,-42,CALL,0,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d']","['4d', '8d', '5d']","['3d', '5h', '2s']",2,2
16,Turn,1,42,-42,RAISE,8,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d']","['4d', '8d', '5d']","['3d', '5h', '2s']",4,4
16,Turn,0,42,-42,CALL,0,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d']","['4d', '8d', '5d']","['3d', '5h', '2s']",4,4
16,River,1,42,-42,RAISE,18,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d', '4h']","['4d', '8d', '5d']","['3d', '5h', '2s']",12,12
16,River,0,42,-42,RAISE,21,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d', '4h']","['4d', '8d', '5d']","['3d', '5h', '2s']",12,12
16,River,1,42,-42,RAISE,49,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d', '4h']","['4d', '8d', '5d']","['3d', '5h', '2s']",30,30
16,River,0,42,-42,CALL,0,0,0,"['7s', '9s']","['8h', '6d']","['9h', '5s', '7d', '2d', '4h']","['4d', '8d', '5d']","['3d', '5h', '2s']",51,51
17,Pre-Flop,1,-58,58,RAISE,15,0,0,"['2s', '7h', '5d', '3s', '5s']","['7d', 'Ad', '5h', 'Ah', '2d']",[],[],[],1,1
17,Pre-Flop,0,-58,58,FOLD,0,0,0,"['2s', '7h', '5d', '3s', '5s']","['7d', 'Ad', '5h', 'Ah', '2d']",[],[],[],2,2
18,Pre-Flop,0,-60,60,CALL,0,0,0,"['6s', '5h', '4h', 'Ad', '3d']","['Ah', '3h', '8d', '7d', '5s']",[],[],[],1,1
18,Pre-Flop,1,-60,60,RAISE,15,0,0,"['6s', '5h', '4h', 'Ad', '3d']","['Ah', '3h', '8d', '7d', '5s']",[],[],[],2,2
18,Pre-Flop,0,-60,60,FOLD,0,0,0,"['6s', '5h', '4h', 'Ad', '3d']","['Ah', '3h', '8d', '7d', '5s']",[],[],[],2,2
19,Pre-Flop,1,-62,62,RAISE,15,0,0,"['3h', '2d', '6h', '9h', '6s']","['9s', '6d', '3d', '4h', 'Ad']",[],[],[],1,1
19,Pre-Flop,0,-62,62,FOLD,0,0,0,"['3h', '2d', '6h', '9h', '6s']","['9s', '6d', '3d', '4h', 'Ad']",[],[],[],2,2
20,Pre-Flop,0,-64,64,CALL,0,0,0,"['4h', '2d', '5d', '8d', '7h']","['Ad', '7d', '3d', '3h', '6s']",[],[],[],1,1
20,Pre-Flop,1,-64,64,CHECK,0,0,0,"['4h', '2d', '5d', '8d', '7h']","['Ad', '7d', '3d', '3h', '6s']",[],[],[],2,2
20,Flop,1,-64,64,DISCARD,0,3,4,"['4h', '2d', '5d', '8d', '7h']","['Ad', '7d', '3d', '3h', '6s']","['2h', '4s', '5s']",[],[],2,2
20,Flop,0,-64,64,DISCARD,0,0,2,"['4h', '2d', '5d', '8d', '7h']","['3h', '6s']","['2h', '4s', '5s']",[],"['Ad', '7d', '3d']",2,2
20,Flop,1,-64,64,RAISE,6,0,0,"['4h', '5d']","['3h', '6s']","['2h', '4s', '5s']","['2d', '8d', '7h']","['Ad', '7d', '3d']",2,2
20,Flop,0,-64,64,FOLD,0,0,0,"['4h', '5d']","['3h', '6s']","['2h', '4s', '5s']","['2d', '8d', '7h']","['Ad', '7d', '3d']",2,2
21,Pre-Flop,1,-66,66,RAISE,15,0,0,"['Ah', '6d', '2h', '5s', '2s']","['4h', '7s', '8d', '7h', '9d']",[],[],[],1,1
21,Pre-Flop,0,-66,66,FOLD,0,0,0,"['Ah', '6d', '2h', '5s', '2s']","['4h', '7s', '8d', '7h', '9d']",[],[],[],2,2
22,Pre-Flop,0,-68,68,CALL,0,0,0,"['7s', '3d', '7h', 'Ah', '6d']","['5h', '8d', '9d', '2h', '9h']",[],[],[],1,1
