# Team 0: Jackbot, Team 1: Distraction Is All You Need
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
10,Turn,1,120,-120,CHECK,0,0,0,"['As', '4h']","['3h', '9h']","['4s', '3s', '9s', '6h']","['2h', '8d', '5d']","['Ah', '7d', '2d']",18,18
10,Turn,0,120,-120,CHECK,0,0,0,"['As', '4h']","['3h', '9h']","['4s', '3s', '9s', '6h']","['2h', '8d', '5d']","['Ah', '7d', '2d']",18,18
10,River,1,120,-120,RAISE,23,0,0,"['As', '4h']","['3h', '9h']","['4s', '3s', '9s', '6h', '9d']","['2h', '8d', '5d']","['Ah', '7d', '2d']",18,18
10,River,0,120,-120,FOLD,0,0,0,"['As', '4h']","['3h', '9h']","['4s', '3s', '9s', '6h', '9d']","['2h', '8d', '5d']","['Ah', '7d', '2d']",18,18
11,Pre-Flop,1,102,-102,CALL,0,0,0,"['3h', '9h', '3s', '2s', '4d']","['5s', '3d', '2h', '4h', 'Ad']",[],[],[],1,1
11,Pre-Flop,0,102,-102,RAISE,7,0,0,"['3h', '9h', '3s', '2s', '4d']","['5s', '3d', '2h', '4h', 'Ad']",[],[],[],2,2
11,Pre-Flop,1,102,-102,FOLD,0,0,0,"['3h', '9h', '3s', '2s', '4d']","['5s', '3d', '2h', '4h', 'Ad']",[],[],[],2,2
12,Pre-Flop,0,104,-104,CALL,0,0,0,"['Ad', '3h', '9d', '5h', '4d']","['2h', '8s', '4h', '7s', '9h']",[],[],[],1,1
12,Pre-Flop,1,104,-104,CHECK,0,0,0,"['Ad', '3h', '9d', '5h', '4d']","['2h', '8s', '4h', '7s', '9h']",[],[],[],2,2
12,Flop,1,104,-104,DISCARD,0,3,4,"['Ad', '3h', '9d', '5h', '4d']","['2h', '8s', '4h', '7s', '9h']","['8d', 'As', '6s']",[],[],2,2
12,Flop,0,104,-104,DISCARD,0,0,2,"['Ad', '3h', '9d', '5h', '4d']","['7s', '9h']","['8d', 'As', '6s']",[],"['2h', '8s', '4h']",2,2
12,Flop,1,104,-104,RAISE,2,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s']","['3h', '5h', '4d']","['2h', '8s', '4h']",2,2
12,Flop,0,104,-104,CALL,0,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s']","['3h', '5h', '4d']","['2h', '8s', '4h']",2,2
12,Turn,1,104,-104,RAISE,4,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s', '5s']","['3h', '5h', '4d']","['2h', '8s', '4h']",4,4
12,Turn,0,104,-104,CALL,0,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s', '5s']","['3h', '5h', '4d']","['2h', '8s', '4h']",4,4
12,River,1,104,-104,RAISE,8,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s', '5s', '2s']","['3h', '5h', '4d']","['2h', '8s', '4h']",8,8
12,River,0,104,-104,FOLD,0,0,0,"['Ad', '9d']","['7s', '9h']","['8d', 'As', '6s', '5s', '2s']","['3h', '5h', '4d']","['2h', '8s', '4h']",8,8
13,Pre-Flop,1,96,-96,CALL,0,0,0,"['2h', '6s', '3h', '7s', '4s']","['6d', '3d', 'Ad', '6h', '3s']",[],[],[],1,1
13,Pre-Flop,0,96,-96,RAISE,7,0,0,"['2h', '6s', '3h', '7s', '4s']","['6d', '3d', 'Ad', '6h', '3s']",[],[],[],2,2
13,Pre-Flop,1,96,-96,CALL,0,0,0,"['2h', '6s', '3h', '7s', '4s']","['6d', '3d', 'Ad', '6h', '3s']",[],[],[],2,2
13,Flop,0,96,-96,DISCARD,0,1,3,"['2h', '6s', '3h', '7s', '4s']","['6d', '3d', 'Ad', '6h', '3s']","['7h', 'As', '5d']",[],[],9,9
13,Flop,1,96,-96,DISCARD,0,1,2,"['6s', '7s']","['6d', '3d', 'Ad', '6h', '3s']","['7h', 'As', '5d']","['2h', '3h', '4s']",[],9,9
13,Flop,0,96,-96,CHECK,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,Flop,1,96,-96,CHECK,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,Turn,0,96,-96,CHECK,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d', '9s']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,Turn,1,96,-96,CHECK,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d', '9s']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,River,0,96,-96,CHECK,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d', '9s', 'Ah']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,River,1,96,-96,RAISE,9,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d', '9s', 'Ah']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
13,River,0,96,-96,FOLD,0,0,0,"['6s', '7s']","['3d', 'Ad']","['7h', 'As', '5d', '9s', 'Ah']","['2h', '3h', '4s']","['6d', '6h', '3s']",9,9
14,Pre-Flop,0,87,-87,RAISE,7,0,0,"['2d', '6s', '2s', '5h', '9d']","['2h', '4s', '9s', '7d', '3d']",[],[],[],1,1
14,Pre-Flop,1,87,-87,FOLD,0,0,0,"['2d', '6s', '2s', '5h', '9d']","['2h', '4s', '9s', '7d', '3d']",[],[],[],2,2
15,Pre-Flop,1,89,-89,CALL,0,0,0,"['6s', '3h', '3d', '7h', '9d']","['2d', '9h', '4s', 'Ah', '8s']",[],[],[],1,1
15,Pre-Flop,0,89,-89,RAISE,7,0,0,"['6s', '3h', '3d', '7h', '9d']","['2d', '9h', '4s', 'Ah', '8s']",[],[],[],2,2
15,Pre-Flop,1,89,-89,CALL,0,0,0,"['6s', '3h', '3d', '7h', '9d']","['2d', '9h', '4s', 'Ah', '8s']",[],[],[],2,2
15,Flop,0,89,-89,DISCARD,0,1,2,"['6s', '3h', '3d', '7h', '9d']","['2d', '9h', '4s', 'Ah', '8s']","['8h', '2s', '3s']",[],[],9,9
15,Flop,1,89,-89,DISCARD,0,2,4,"['3h', '3d']","['2d', '9h', '4s', 'Ah', '8s']","['8h', '2s', '3s']","['6s', '7h', '9d']",[],9,9
15,Flop,0,89,-89,CHECK,0,0,0,"['3h', '3d']","['4s', '8s']","['8h', '2s', '3s']","['6s', '7h', '9d']","['2d', '9h', 'Ah']",9,9
15,Flop,1,89,-89,RAISE,9,0,0,"['3h', '3d']","['4s', '8s']","['8h', '2s', '3s']","['6s', '7h', '9d']","['2d', '9h', 'Ah']",9,9
15,Flop,0,89,-89,CALL,0,0,0,"['3h', '3d']","['4s', '8s']","['8h', '2s', '3s']","['6s', '7h', '9d']","['2d', '9h', 'Ah']",9,9
15,Turn,0,89,-89,RAISE,21,0,0,"['3h', '3d']","['4s', '8s']","['8h', '2s', '3s', '7d']","['6s', '7h', '9d']","['2d', '9h', 'Ah']",18,18
15,Turn,1,89,-89,CALL,0,0,0,"['3h', '3d']","['4s', '8s']","['8h', '2s', '3s', '7d']","['6s', '7h', '9d']","['2d', '9h', 'Ah']",18,18
