# Team 0: PlayerAgent, Team 1: ProbabilityAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,action_keep_1,action_keep_2,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
9,Turn,0,-29,29,CALL,0,0,0,"['3s', 'As']","['3d', '9d']","['9h', '3h', '9s', '7d']","['7h', '8d', '4s']","['5d', '4d', '8h']",5,5
9,River,0,-29,29,CHECK,0,0,0,"['3s', 'As']","['3d', '9d']","['9h', '3h', '9s', '7d', '6h']","['7h', '8d', '4s']","['5d', '4d', '8h']",11,11
9,River,1,-29,29,RAISE,14,0,0,"['3s', 'As']","['3d', '9d']","['9h', '3h', '9s', '7d', '6h']","['7h', '8d', '4s']","['5d', '4d', '8h']",11,11
9,River,0,-29,29,FOLD,0,0,0,"['3s', 'As']","['3d', '9d']","['9h', '3h', '9s', '7d', '6h']","['7h', '8d', '4s']","['5d', '4d', '8h']",11,11
10,Pre-Flop,0,-40,40,CALL,0,0,0,"['Ah', '4d', '7s', '9d', '4h']","['2d', 'Ad', '2s', '6h', '2h']",[],[],[],1,1
10,Pre-Flop,1,-40,40,CHECK,0,0,0,"['Ah', '4d', '7s', '9d', '4h']","['2d', 'Ad', '2s', '6h', '2h']",[],[],[],2,2
10,Flop,1,-40,40,DISCARD,0,2,3,"['Ah', '4d', '7s', '9d', '4h']","['2d', 'Ad', '2s', '6h', '2h']","['5s', '3d', '4s']",[],[],2,2
10,Flop,0,-40,40,DISCARD,0,1,4,"['Ah', '4d', '7s', '9d', '4h']","['2s', '6h']","['5s', '3d', '4s']",[],"['2d', 'Ad', '2h']",2,2
10,Flop,1,-40,40,RAISE,2,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",2,2
10,Flop,0,-40,40,CALL,0,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",2,2
10,Turn,1,-40,40,RAISE,4,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s', '9h']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",4,4
10,Turn,0,-40,40,CALL,0,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s', '9h']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",4,4
10,River,1,-40,40,RAISE,10,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s', '9h', '8h']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",8,8
10,River,0,-40,40,FOLD,0,0,0,"['4d', '4h']","['2s', '6h']","['5s', '3d', '4s', '9h', '8h']","['Ah', '7s', '9d']","['2d', 'Ad', '2h']",8,8
11,Pre-Flop,1,-48,48,CALL,0,0,0,"['5d', '2d', '7d', '8d', '6s']","['9h', '2s', '5s', '8h', '3h']",[],[],[],1,1
